"Date","Shift","Name","Amount","day_of_week","tip_month","avg_tip_per_employee","avg_tip_per_shift","avg_tip_per_day","avg_tip_per_day_and_shift","avg_tip_per_month","avg_tip_per_month_and_shift","total_earned_per_employee","total_earned_per_emp_day","total_earned_day","total_earned_day_and_shift","total_earned_month","total_earned_month_and_shift"
"2022-03-26","dinner","employee I",49.01,"Saturday ","March    ",56.58,60.79,70.9,60.3,71.74,68.96,6053.62,386.81,20701.41,8984.2,10331.26,6343.99
"2022-03-26","dinner","employee J",63.01,"Saturday ","March    ",70.5,60.79,70.9,60.3,71.74,68.96,22279.25,3258.31,20701.41,8984.2,10331.26,6343.99
"2022-03-27","lunch","employee B",124.37,"Sunday   ","March    ",72.22,80.65,66.34,77.59,71.74,76.68,11555.03,3809.51,19836.01,12104.44,10331.26,3987.27
"2022-03-27","lunch","employee I",105.71,"Sunday   ","March    ",56.58,80.65,66.34,77.59,71.74,76.68,6053.62,595.59,19836.01,12104.44,10331.26,3987.27
"2022-03-27","lunch","employee Q",174.11,"Sunday   ","March    ",71.86,80.65,66.34,77.59,71.74,76.68,7258.13,815.32,19836.01,12104.44,10331.26,3987.27
"2022-03-27","dinner","employee B",84.11,"Sunday   ","March    ",72.22,60.79,66.34,54.07,71.74,68.96,11555.03,3809.51,19836.01,7731.57,10331.26,6343.99
"2022-03-27","dinner","employee C",84.11,"Sunday   ","March    ",57.78,60.79,66.34,54.07,71.74,68.96,3293.66,375.13,19836.01,7731.57,10331.26,6343.99
"2022-03-27","dinner","employee I",84.11,"Sunday   ","March    ",56.58,60.79,66.34,54.07,71.74,68.96,6053.62,595.59,19836.01,7731.57,10331.26,6343.99
"2022-03-27","dinner","employee J",28.4,"Sunday   ","March    ",70.5,60.79,66.34,54.07,71.74,68.96,22279.25,3662.83,19836.01,7731.57,10331.26,6343.99
"2022-03-28","lunch","employee Q",40.91,"Monday   ","March    ",71.86,80.65,75.87,96.27,71.74,76.68,7258.13,1748.79,14718.5,5679.73,10331.26,3987.27
"2022-03-28","dinner","employee C",75.31,"Monday   ","March    ",57.78,60.79,75.87,66.95,71.74,68.96,3293.66,385.83,14718.5,9038.77,10331.26,6343.99
"2022-03-28","dinner","employee I",58.57,"Monday   ","March    ",56.58,60.79,75.87,66.95,71.74,68.96,6053.62,1283.33,14718.5,9038.77,10331.26,6343.99
"2022-03-28","dinner","employee Q",75.31,"Monday   ","March    ",71.86,60.79,75.87,66.95,71.74,68.96,7258.13,1748.79,14718.5,9038.77,10331.26,6343.99
"2022-03-29","lunch","employee J",71.3,"Tuesday  ","March    ",70.5,80.65,64.66,84.52,71.74,76.68,22279.25,2918.12,11768.14,4310.56,10331.26,3987.27
"2022-03-29","dinner","employee C",59.34,"Tuesday  ","March    ",57.78,60.79,64.66,56.93,71.74,68.96,3293.66,549.91,11768.14,7457.58,10331.26,6343.99
"2022-03-29","dinner","employee I",51.93,"Tuesday  ","March    ",56.58,60.79,64.66,56.93,71.74,68.96,6053.62,1015.01,11768.14,7457.58,10331.26,6343.99
"2022-03-29","dinner","employee J",66.76,"Tuesday  ","March    ",70.5,60.79,64.66,56.93,71.74,68.96,22279.25,2918.12,11768.14,7457.58,10331.26,6343.99
"2022-03-30","lunch","employee Q",80.34,"Wednesday","March    ",71.86,80.65,62.84,73.77,71.74,76.68,7258.13,1298.83,11687.92,4131.12,10331.26,3987.27
"2022-03-30","dinner","employee C",74.82,"Wednesday","March    ",57.78,60.79,62.84,58.13,71.74,68.96,3293.66,728.7,11687.92,7556.8,10331.26,6343.99
"2022-03-30","dinner","employee I",58.19,"Wednesday","March    ",56.58,60.79,62.84,58.13,71.74,68.96,6053.62,928.89,11687.92,7556.8,10331.26,6343.99
"2022-03-30","dinner","employee J",74.82,"Wednesday","March    ",70.5,60.79,62.84,58.13,71.74,68.96,22279.25,3845.05,11687.92,7556.8,10331.26,6343.99
"2022-03-31","lunch","employee Q",71.75,"Thursday ","March    ",71.86,80.65,62.68,78.74,71.74,76.68,7258.13,519.44,12098.13,4172.99,10331.26,3987.27
"2022-03-31","dinner","employee B",99.81,"Thursday ","March    ",72.22,60.79,62.68,56.61,71.74,68.96,11555.03,1063.14,12098.13,7925.14,10331.26,6343.99
"2022-03-31","dinner","employee C",77.62,"Thursday ","March    ",57.78,60.79,62.68,56.61,71.74,68.96,3293.66,458.98,12098.13,7925.14,10331.26,6343.99
"2022-03-31","dinner","employee I",77.62,"Thursday ","March    ",56.58,60.79,62.68,56.61,71.74,68.96,6053.62,930.78,12098.13,7925.14,10331.26,6343.99
"2022-04-01","lunch","employee B",43.5,"Friday   ","April    ",72.22,80.65,73.25,75.79,70.61,81.85,11555.03,2479.75,15821.95,5305.62,9673.3,4501.77
"2022-04-01","lunch","employee L",43.49,"Friday   ","April    ",75.64,80.65,73.25,75.79,70.61,81.85,16035.22,3977.0,15821.95,5305.62,9673.3,4501.77
"2022-04-01","dinner","employee B",83.96,"Friday   ","April    ",72.22,60.79,73.25,72.03,70.61,63.07,11555.03,2479.75,15821.95,10516.33,9673.3,5171.53
"2022-04-01","dinner","employee L",83.96,"Friday   ","April    ",75.64,60.79,73.25,72.03,70.61,63.07,16035.22,3977.0,15821.95,10516.33,9673.3,5171.53
"2022-04-01","dinner","employee Q",83.96,"Friday   ","April    ",71.86,60.79,73.25,72.03,70.61,63.07,7258.13,1097.03,15821.95,10516.33,9673.3,5171.53
"2022-04-02","lunch","employee B",53.5,"Saturday ","April    ",72.22,80.65,70.9,81.94,70.61,81.85,11555.03,3892.1,20701.41,11717.21,9673.3,4501.77
"2022-04-02","lunch","employee L",53.5,"Saturday ","April    ",75.64,80.65,70.9,81.94,70.61,81.85,16035.22,4721.92,20701.41,11717.21,9673.3,4501.77
"2022-04-02","lunch","employee Q",48.13,"Saturday ","April    ",71.86,80.65,70.9,81.94,70.61,81.85,7258.13,1284.48,20701.41,11717.21,9673.3,4501.77
"2022-04-02","dinner","employee B",63.32,"Saturday ","April    ",72.22,60.79,70.9,60.3,70.61,63.07,11555.03,3892.1,20701.41,8984.2,9673.3,5171.53
"2022-04-02","dinner","employee J",94.97,"Saturday ","April    ",70.5,60.79,70.9,60.3,70.61,63.07,22279.25,3258.31,20701.41,8984.2,9673.3,5171.53
"2022-04-02","dinner","employee L",94.97,"Saturday ","April    ",75.64,60.79,70.9,60.3,70.61,63.07,16035.22,4721.92,20701.41,8984.2,9673.3,5171.53
"2022-04-03","lunch","employee B",100.9,"Sunday   ","April    ",72.22,80.65,66.34,77.59,70.61,81.85,11555.03,3809.51,19836.01,12104.44,9673.3,4501.77
"2022-04-03","lunch","employee J",90.81,"Sunday   ","April    ",70.5,80.65,66.34,77.59,70.61,81.85,22279.25,3662.83,19836.01,12104.44,9673.3,4501.77
"2022-04-03","lunch","employee L",100.9,"Sunday   ","April    ",75.64,80.65,66.34,77.59,70.61,81.85,16035.22,4506.54,19836.01,12104.44,9673.3,4501.77
"2022-04-03","lunch","employee Q",60.49,"Sunday   ","April    ",71.86,80.65,66.34,77.59,70.61,81.85,7258.13,815.32,19836.01,12104.44,9673.3,4501.77
"2022-04-03","dinner","employee B",25.51,"Sunday   ","April    ",72.22,60.79,66.34,54.07,70.61,63.07,11555.03,3809.51,19836.01,7731.57,9673.3,5171.53
"2022-04-03","dinner","employee J",38.27,"Sunday   ","April    ",70.5,60.79,66.34,54.07,70.61,63.07,22279.25,3662.83,19836.01,7731.57,9673.3,5171.53
"2022-04-03","dinner","employee L",38.27,"Sunday   ","April    ",75.64,60.79,66.34,54.07,70.61,63.07,16035.22,4506.54,19836.01,7731.57,9673.3,5171.53
"2022-04-04","lunch","employee Q",111.84,"Monday   ","April    ",71.86,80.65,75.87,96.27,70.61,81.85,7258.13,1748.79,14718.5,5679.73,9673.3,4501.77
"2022-04-04","dinner","employee I",67.86,"Monday   ","April    ",56.58,60.79,75.87,66.95,70.61,63.07,6053.62,1283.33,14718.5,9038.77,9673.3,5171.53
"2022-04-04","dinner","employee J",67.85,"Monday   ","April    ",70.5,60.79,75.87,66.95,70.61,63.07,22279.25,2212.17,14718.5,9038.77,9673.3,5171.53
"2022-04-04","dinner","employee Q",9.69,"Monday   ","April    ",71.86,60.79,75.87,66.95,70.61,63.07,7258.13,1748.79,14718.5,9038.77,9673.3,5171.53
"2022-04-05","lunch","employee J",103.61,"Tuesday  ","April    ",70.5,80.65,64.66,84.52,70.61,81.85,22279.25,2918.12,11768.14,4310.56,9673.3,4501.77
"2022-04-05","dinner","employee I",59.98,"Tuesday  ","April    ",56.58,60.79,64.66,56.93,70.61,63.07,6053.62,1015.01,11768.14,7457.58,9673.3,5171.53
"2022-04-05","dinner","employee J",20.0,"Tuesday  ","April    ",70.5,60.79,64.66,56.93,70.61,63.07,22279.25,2918.12,11768.14,7457.58,9673.3,5171.53
"2022-04-05","dinner","employee Q",59.99,"Tuesday  ","April    ",71.86,60.79,64.66,56.93,70.61,63.07,7258.13,494.24,11768.14,7457.58,9673.3,5171.53
"2022-04-06","lunch","employee Q",82.42,"Wednesday","April    ",71.86,80.65,62.84,73.77,70.61,81.85,7258.13,1298.83,11687.92,4131.12,9673.3,4501.77
"2022-04-06","dinner","employee I",61.94,"Wednesday","April    ",56.58,60.79,62.84,58.13,70.61,63.07,6053.62,928.89,11687.92,7556.8,9673.3,5171.53
"2022-04-06","dinner","employee Q",92.91,"Wednesday","April    ",71.86,60.79,62.84,58.13,70.61,63.07,7258.13,1298.83,11687.92,7556.8,9673.3,5171.53
"2022-04-07","lunch","employee J",94.05,"Thursday ","April    ",70.5,80.65,62.68,78.74,70.61,81.85,22279.25,2897.08,12098.13,4172.99,9673.3,4501.77
"2022-04-07","dinner","employee B",129.02,"Thursday ","April    ",72.22,60.79,62.68,56.61,70.61,63.07,11555.03,1063.14,12098.13,7925.14,9673.3,5171.53
"2022-04-07","dinner","employee J",129.02,"Thursday ","April    ",70.5,60.79,62.68,56.61,70.61,63.07,22279.25,2897.08,12098.13,7925.14,9673.3,5171.53
"2022-04-08","lunch","employee B",71.7,"Friday   ","April    ",72.22,80.65,73.25,75.79,70.61,81.85,11555.03,2479.75,15821.95,5305.62,9673.3,4501.77
"2022-04-08","lunch","employee L",44.61,"Friday   ","April    ",75.64,80.65,73.25,75.79,70.61,81.85,16035.22,3977.0,15821.95,5305.62,9673.3,4501.77
"2022-04-08","dinner","employee J",64.21,"Friday   ","April    ",70.5,60.79,73.25,72.03,70.61,63.07,22279.25,3485.69,15821.95,10516.33,9673.3,5171.53
"2022-04-08","dinner","employee L",64.21,"Friday   ","April    ",75.64,60.79,73.25,72.03,70.61,63.07,16035.22,3977.0,15821.95,10516.33,9673.3,5171.53
"2022-04-08","dinner","employee N",64.21,"Friday   ","April    ",63.49,60.79,73.25,72.03,70.61,63.07,698.4,195.41,15821.95,10516.33,9673.3,5171.53
"2022-04-09","lunch","employee B",121.49,"Saturday ","April    ",72.22,80.65,70.9,81.94,70.61,81.85,11555.03,3892.1,20701.41,11717.21,9673.3,4501.77
"2022-04-09","lunch","employee L",110.44,"Saturday ","April    ",75.64,80.65,70.9,81.94,70.61,81.85,16035.22,4721.92,20701.41,11717.21,9673.3,4501.77
"2022-04-09","lunch","employee Q",88.35,"Saturday ","April    ",71.86,80.65,70.9,81.94,70.61,81.85,7258.13,1284.48,20701.41,11717.21,9673.3,4501.77
"2022-04-09","dinner","employee B",38.93,"Saturday ","April    ",72.22,60.79,70.9,60.3,70.61,63.07,11555.03,3892.1,20701.41,8984.2,9673.3,5171.53
"2022-04-09","dinner","employee J",58.41,"Saturday ","April    ",70.5,60.79,70.9,60.3,70.61,63.07,22279.25,3258.31,20701.41,8984.2,9673.3,5171.53
"2022-04-09","dinner","employee L",58.41,"Saturday ","April    ",75.64,60.79,70.9,60.3,70.61,63.07,16035.22,4721.92,20701.41,8984.2,9673.3,5171.53
"2022-04-10","lunch","employee B",67.01,"Sunday   ","April    ",72.22,80.65,66.34,77.59,70.61,81.85,11555.03,3809.51,19836.01,12104.44,9673.3,4501.77
"2022-04-10","lunch","employee J",63.48,"Sunday   ","April    ",70.5,80.65,66.34,77.59,70.61,81.85,22279.25,3662.83,19836.01,12104.44,9673.3,4501.77
"2022-04-10","lunch","employee L",98.75,"Sunday   ","April    ",75.64,80.65,66.34,77.59,70.61,81.85,16035.22,4506.54,19836.01,12104.44,9673.3,4501.77
"2022-04-10","dinner","employee B",55.47,"Sunday   ","April    ",72.22,60.79,66.34,54.07,70.61,63.07,11555.03,3809.51,19836.01,7731.57,9673.3,5171.53
"2022-04-10","dinner","employee I",55.49,"Sunday   ","April    ",56.58,60.79,66.34,54.07,70.61,63.07,6053.62,595.59,19836.01,7731.57,9673.3,5171.53
"2022-04-10","dinner","employee L",49.32,"Sunday   ","April    ",75.64,60.79,66.34,54.07,70.61,63.07,16035.22,4506.54,19836.01,7731.57,9673.3,5171.53
"2022-04-11","lunch","employee Q",61.41,"Monday   ","April    ",71.86,80.65,75.87,96.27,70.61,81.85,7258.13,1748.79,14718.5,5679.73,9673.3,4501.77
"2022-04-11","dinner","employee N",58.39,"Monday   ","April    ",63.49,60.79,75.87,66.95,70.61,63.07,698.4,155.12,14718.5,9038.77,9673.3,5171.53
"2022-04-11","dinner","employee Q",61.83,"Monday   ","April    ",71.86,60.79,75.87,66.95,70.61,63.07,7258.13,1748.79,14718.5,9038.77,9673.3,5171.53
"2022-04-12","lunch","employee Q",80.2,"Tuesday  ","April    ",71.86,80.65,64.66,84.52,70.61,81.85,7258.13,494.24,11768.14,4310.56,9673.3,4501.77
"2022-04-12","dinner","employee I",67.4,"Tuesday  ","April    ",56.58,60.79,64.66,56.93,70.61,63.07,6053.62,1015.01,11768.14,7457.58,9673.3,5171.53
"2022-04-12","dinner","employee J",86.65,"Tuesday  ","April    ",70.5,60.79,64.66,56.93,70.61,63.07,22279.25,2918.12,11768.14,7457.58,9673.3,5171.53
"2022-04-13","lunch","employee J",82.62,"Wednesday","April    ",70.5,80.65,62.84,73.77,70.61,81.85,22279.25,3845.05,11687.92,4131.12,9673.3,4501.77
"2022-04-13","dinner","employee I",56.99,"Wednesday","April    ",56.58,60.79,62.84,58.13,70.61,63.07,6053.62,928.89,11687.92,7556.8,9673.3,5171.53
"2022-04-13","dinner","employee J",103.01,"Wednesday","April    ",70.5,60.79,62.84,58.13,70.61,63.07,22279.25,3845.05,11687.92,7556.8,9673.3,5171.53
"2022-04-14","lunch","employee J",69.61,"Thursday ","April    ",70.5,80.65,62.68,78.74,70.61,81.85,22279.25,2897.08,12098.13,4172.99,9673.3,4501.77
"2022-04-14","dinner","employee B",83.84,"Thursday ","April    ",72.22,60.79,62.68,56.61,70.61,63.07,11555.03,1063.14,12098.13,7925.14,9673.3,5171.53
"2022-04-14","dinner","employee I",55.92,"Thursday ","April    ",56.58,60.79,62.68,56.61,70.61,63.07,6053.62,930.78,12098.13,7925.14,9673.3,5171.53
"2022-04-15","lunch","employee B",60.17,"Friday   ","April    ",72.22,80.65,73.25,75.79,70.61,81.85,11555.03,2479.75,15821.95,5305.62,9673.3,4501.77
"2022-04-15","lunch","employee L",60.17,"Friday   ","April    ",75.64,80.65,73.25,75.79,70.61,81.85,16035.22,3977.0,15821.95,5305.62,9673.3,4501.77
"2022-04-15","dinner","employee B",42.53,"Friday   ","April    ",72.22,60.79,73.25,72.03,70.61,63.07,11555.03,2479.75,15821.95,10516.33,9673.3,5171.53
"2022-04-15","dinner","employee L",42.53,"Friday   ","April    ",75.64,60.79,73.25,72.03,70.61,63.07,16035.22,3977.0,15821.95,10516.33,9673.3,5171.53
"2022-04-15","dinner","employee N",42.53,"Friday   ","April    ",63.49,60.79,73.25,72.03,70.61,63.07,698.4,195.41,15821.95,10516.33,9673.3,5171.53
"2022-04-16","lunch","employee B",104.9,"Saturday ","April    ",72.22,80.65,70.9,81.94,70.61,81.85,11555.03,3892.1,20701.41,11717.21,9673.3,4501.77
"2022-04-16","lunch","employee L",99.9,"Saturday ","April    ",75.64,80.65,70.9,81.94,70.61,81.85,16035.22,4721.92,20701.41,11717.21,9673.3,4501.77
"2022-04-16","lunch","employee Q",94.83,"Saturday ","April    ",71.86,80.65,70.9,81.94,70.61,81.85,7258.13,1284.48,20701.41,11717.21,9673.3,4501.77
"2022-04-16","dinner","employee B",36.49,"Saturday ","April    ",72.22,60.79,70.9,60.3,70.61,63.07,11555.03,3892.1,20701.41,8984.2,9673.3,5171.53
"2022-04-16","dinner","employee J",41.71,"Saturday ","April    ",70.5,60.79,70.9,60.3,70.61,63.07,22279.25,3258.31,20701.41,8984.2,9673.3,5171.53
"2022-04-16","dinner","employee L",46.92,"Saturday ","April    ",75.64,60.79,70.9,60.3,70.61,63.07,16035.22,4721.92,20701.41,8984.2,9673.3,5171.53
"2022-04-17","lunch","employee B",48.69,"Sunday   ","April    ",72.22,80.65,66.34,77.59,70.61,81.85,11555.03,3809.51,19836.01,12104.44,9673.3,4501.77
"2022-04-17","lunch","employee J",79.66,"Sunday   ","April    ",70.5,80.65,66.34,77.59,70.61,81.85,22279.25,3662.83,19836.01,12104.44,9673.3,4501.77
"2022-04-17","lunch","employee L",88.51,"Sunday   ","April    ",75.64,80.65,66.34,77.59,70.61,81.85,16035.22,4506.54,19836.01,12104.44,9673.3,4501.77
"2022-04-17","lunch","employee Q",48.68,"Sunday   ","April    ",71.86,80.65,66.34,77.59,70.61,81.85,7258.13,815.32,19836.01,12104.44,9673.3,4501.77
"2022-04-17","dinner","employee B",63.86,"Sunday   ","April    ",72.22,60.79,66.34,54.07,70.61,63.07,11555.03,3809.51,19836.01,7731.57,9673.3,5171.53
"2022-04-17","dinner","employee I",63.86,"Sunday   ","April    ",56.58,60.79,66.34,54.07,70.61,63.07,6053.62,595.59,19836.01,7731.57,9673.3,5171.53
"2022-04-17","dinner","employee L",42.59,"Sunday   ","April    ",75.64,60.79,66.34,54.07,70.61,63.07,16035.22,4506.54,19836.01,7731.57,9673.3,5171.53
"2022-04-18","lunch","employee Q",39.68,"Monday   ","April    ",71.86,80.65,75.87,96.27,70.61,81.85,7258.13,1748.79,14718.5,5679.73,9673.3,4501.77
"2022-04-18","dinner","employee A",60.92,"Monday   ","April    ",82.09,60.79,75.87,66.95,70.61,63.07,13380.42,5255.94,14718.5,9038.77,9673.3,5171.53
"2022-04-18","dinner","employee J",60.92,"Monday   ","April    ",70.5,60.79,75.87,66.95,70.61,63.07,22279.25,2212.17,14718.5,9038.77,9673.3,5171.53
"2022-04-18","dinner","employee N",40.61,"Monday   ","April    ",63.49,60.79,75.87,66.95,70.61,63.07,698.4,155.12,14718.5,9038.77,9673.3,5171.53
"2022-04-19","lunch","employee J",84.74,"Tuesday  ","April    ",70.5,80.65,64.66,84.52,70.61,81.85,22279.25,2918.12,11768.14,4310.56,9673.3,4501.77
"2022-04-19","dinner","employee I",61.0,"Tuesday  ","April    ",56.58,60.79,64.66,56.93,70.61,63.07,6053.62,1015.01,11768.14,7457.58,9673.3,5171.53
"2022-04-19","dinner","employee J",78.43,"Tuesday  ","April    ",70.5,60.79,64.66,56.93,70.61,63.07,22279.25,2918.12,11768.14,7457.58,9673.3,5171.53
"2022-04-19","dinner","employee L",8.71,"Tuesday  ","April    ",75.64,60.79,64.66,56.93,70.61,63.07,16035.22,88.79,11768.14,7457.58,9673.3,5171.53
"2022-04-20","lunch","employee Q",40.31,"Wednesday","April    ",71.86,80.65,62.84,73.77,70.61,81.85,7258.13,1298.83,11687.92,4131.12,9673.3,4501.77
"2022-04-20","dinner","employee I",58.66,"Wednesday","April    ",56.58,60.79,62.84,58.13,70.61,63.07,6053.62,928.89,11687.92,7556.8,9673.3,5171.53
"2022-04-20","dinner","employee N",71.23,"Wednesday","April    ",63.49,60.79,62.84,58.13,70.61,63.07,698.4,85.11,11687.92,7556.8,9673.3,5171.53
"2022-04-20","dinner","employee Q",54.47,"Wednesday","April    ",71.86,60.79,62.84,58.13,70.61,63.07,7258.13,1298.83,11687.92,7556.8,9673.3,5171.53
"2022-04-21","lunch","employee J",90.84,"Thursday ","April    ",70.5,80.65,62.68,78.74,70.61,81.85,22279.25,2897.08,12098.13,4172.99,9673.3,4501.77
"2022-04-21","dinner","employee A",42.53,"Thursday ","April    ",82.09,60.79,62.68,56.61,70.61,63.07,13380.42,953.02,12098.13,7925.14,9673.3,5171.53
"2022-04-21","dinner","employee B",42.53,"Thursday ","April    ",72.22,60.79,62.68,56.61,70.61,63.07,11555.03,1063.14,12098.13,7925.14,9673.3,5171.53
"2022-04-21","dinner","employee I",33.02,"Thursday ","April    ",56.58,60.79,62.68,56.61,70.61,63.07,6053.62,930.78,12098.13,7925.14,9673.3,5171.53
"2022-04-22","lunch","employee J",82.08,"Friday   ","April    ",70.5,80.65,73.25,75.79,70.61,81.85,22279.25,3485.69,15821.95,5305.62,9673.3,4501.77
"2022-04-22","lunch","employee L",82.09,"Friday   ","April    ",75.64,80.65,73.25,75.79,70.61,81.85,16035.22,3977.0,15821.95,5305.62,9673.3,4501.77
"2022-04-22","dinner","employee B",88.66,"Friday   ","April    ",72.22,60.79,73.25,72.03,70.61,63.07,11555.03,2479.75,15821.95,10516.33,9673.3,5171.53
"2022-04-22","dinner","employee L",88.67,"Friday   ","April    ",75.64,60.79,73.25,72.03,70.61,63.07,16035.22,3977.0,15821.95,10516.33,9673.3,5171.53
"2022-04-22","dinner","employee N",88.67,"Friday   ","April    ",63.49,60.79,73.25,72.03,70.61,63.07,698.4,195.41,15821.95,10516.33,9673.3,5171.53
"2022-04-23","lunch","employee K",102.61,"Saturday ","April    ",63.59,80.65,70.9,81.94,70.61,81.85,1653.42,635.97,20701.41,11717.21,9673.3,4501.77
"2022-04-23","lunch","employee L",102.61,"Saturday ","April    ",75.64,80.65,70.9,81.94,70.61,81.85,16035.22,4721.92,20701.41,11717.21,9673.3,4501.77
"2022-04-23","dinner","employee B",77.67,"Saturday ","April    ",72.22,60.79,70.9,60.3,70.61,63.07,11555.03,3892.1,20701.41,8984.2,9673.3,5171.53
"2022-04-23","dinner","employee L",77.67,"Saturday ","April    ",75.64,60.79,70.9,60.3,70.61,63.07,16035.22,4721.92,20701.41,8984.2,9673.3,5171.53
"2022-04-23","dinner","employee N",77.67,"Saturday ","April    ",63.49,60.79,70.9,60.3,70.61,63.07,698.4,190.45,20701.41,8984.2,9673.3,5171.53
"2022-04-24","lunch","employee B",205.64,"Sunday   ","April    ",72.22,80.65,66.34,77.59,70.61,81.85,11555.03,3809.51,19836.01,12104.44,9673.3,4501.77
"2022-04-24","lunch","employee J",117.51,"Sunday   ","April    ",70.5,80.65,66.34,77.59,70.61,81.85,22279.25,3662.83,19836.01,12104.44,9673.3,4501.77
"2022-04-24","lunch","employee L",88.17,"Sunday   ","April    ",75.64,80.65,66.34,77.59,70.61,81.85,16035.22,4506.54,19836.01,12104.44,9673.3,4501.77
"2022-04-24","dinner","employee B",57.94,"Sunday   ","April    ",72.22,60.79,66.34,54.07,70.61,63.07,11555.03,3809.51,19836.01,7731.57,9673.3,5171.53
"2022-04-24","dinner","employee J",74.49,"Sunday   ","April    ",70.5,60.79,66.34,54.07,70.61,63.07,22279.25,3662.83,19836.01,7731.57,9673.3,5171.53
"2022-04-24","dinner","employee L",74.49,"Sunday   ","April    ",75.64,60.79,66.34,54.07,70.61,63.07,16035.22,4506.54,19836.01,7731.57,9673.3,5171.53
"2022-04-25","lunch","employee A",51.85,"Monday   ","April    ",82.09,80.65,75.87,96.27,70.61,81.85,13380.42,5255.94,14718.5,5679.73,9673.3,4501.77
"2022-04-25","lunch","employee J",51.85,"Monday   ","April    ",70.5,80.65,75.87,96.27,70.61,81.85,22279.25,2212.17,14718.5,5679.73,9673.3,4501.77
"2022-04-25","dinner","employee A",81.26,"Monday   ","April    ",82.09,60.79,75.87,66.95,70.61,63.07,13380.42,5255.94,14718.5,9038.77,9673.3,5171.53
"2022-04-25","dinner","employee J",81.26,"Monday   ","April    ",70.5,60.79,75.87,66.95,70.61,63.07,22279.25,2212.17,14718.5,9038.77,9673.3,5171.53
"2022-04-26","lunch","employee A",141.9,"Tuesday  ","April    ",82.09,80.65,64.66,84.52,70.61,81.85,13380.42,4441.37,11768.14,4310.56,9673.3,4501.77
"2022-04-26","dinner","employee A",46.06,"Tuesday  ","April    ",82.09,60.79,64.66,56.93,70.61,63.07,13380.42,4441.37,11768.14,7457.58,9673.3,5171.53
"2022-04-26","dinner","employee J",46.06,"Tuesday  ","April    ",70.5,60.79,64.66,56.93,70.61,63.07,22279.25,2918.12,11768.14,7457.58,9673.3,5171.53
"2022-04-27","lunch","employee J",91.25,"Wednesday","April    ",70.5,80.65,62.84,73.77,70.61,81.85,22279.25,3845.05,11687.92,4131.12,9673.3,4501.77
"2022-04-27","dinner","employee A",41.63,"Wednesday","April    ",82.09,60.79,62.84,58.13,70.61,63.07,13380.42,1638.94,11687.92,7556.8,9673.3,5171.53
"2022-04-27","dinner","employee J",41.63,"Wednesday","April    ",70.5,60.79,62.84,58.13,70.61,63.07,22279.25,3845.05,11687.92,7556.8,9673.3,5171.53
"2022-04-27","dinner","employee N",13.88,"Wednesday","April    ",63.49,60.79,62.84,58.13,70.61,63.07,698.4,85.11,11687.92,7556.8,9673.3,5171.53
"2022-04-28","lunch","employee A",71.27,"Thursday ","April    ",82.09,80.65,62.68,78.74,70.61,81.85,13380.42,953.02,12098.13,4172.99,9673.3,4501.77
"2022-04-28","dinner","employee I",60.26,"Thursday ","April    ",56.58,60.79,62.68,56.61,70.61,63.07,6053.62,930.78,12098.13,7925.14,9673.3,5171.53
"2022-04-28","dinner","employee M",56.25,"Thursday ","April    ",74.79,60.79,62.68,56.61,70.61,63.07,673.08,56.25,12098.13,7925.14,9673.3,5171.53
"2022-04-28","dinner","employee N",72.31,"Thursday ","April    ",63.49,60.79,62.68,56.61,70.61,63.07,698.4,72.31,12098.13,7925.14,9673.3,5171.53
"2022-04-29","lunch","employee B",60.1,"Friday   ","April    ",72.22,80.65,73.25,75.79,70.61,81.85,11555.03,2479.75,15821.95,5305.62,9673.3,4501.77
"2022-04-29","lunch","employee M",48.04,"Friday   ","April    ",74.79,80.65,73.25,75.79,70.61,81.85,673.08,162.61,15821.95,5305.62,9673.3,4501.77
"2022-04-29","dinner","employee B",86.56,"Friday   ","April    ",72.22,60.79,73.25,72.03,70.61,63.07,11555.03,2479.75,15821.95,10516.33,9673.3,5171.53
"2022-04-29","dinner","employee I",62.51,"Friday   ","April    ",56.58,60.79,73.25,72.03,70.61,63.07,6053.62,913.21,15821.95,10516.33,9673.3,5171.53
"2022-04-29","dinner","employee J",38.47,"Friday   ","April    ",70.5,60.79,73.25,72.03,70.61,63.07,22279.25,3485.69,15821.95,10516.33,9673.3,5171.53
"2022-04-30","lunch","employee B",68.89,"Saturday ","April    ",72.22,80.65,70.9,81.94,70.61,81.85,11555.03,3892.1,20701.41,11717.21,9673.3,4501.77
"2022-04-30","lunch","employee J",124.01,"Saturday ","April    ",70.5,80.65,70.9,81.94,70.61,81.85,22279.25,3258.31,20701.41,11717.21,9673.3,4501.77
"2022-04-30","lunch","employee M",124.01,"Saturday ","April    ",74.79,80.65,70.9,81.94,70.61,81.85,673.08,236.79,20701.41,11717.21,9673.3,4501.77
"2022-04-30","dinner","employee I",87.71,"Saturday ","April    ",56.58,60.79,70.9,60.3,70.61,63.07,6053.62,386.81,20701.41,8984.2,9673.3,5171.53
"2022-04-30","dinner","employee M",112.78,"Saturday ","April    ",74.79,60.79,70.9,60.3,70.61,63.07,673.08,236.79,20701.41,8984.2,9673.3,5171.53
"2022-04-30","dinner","employee N",112.78,"Saturday ","April    ",63.49,60.79,70.9,60.3,70.61,63.07,698.4,190.45,20701.41,8984.2,9673.3,5171.53
